title,plot,plot_word_count
Saw VI,"Two predatory lenders wake up in a room with a caged-in scale, wearing head harnesses with screws aimed at their temples, and the one who sets more flesh weight on their scale will survive. The overweight Eddie cuts fat from his torso, but Simone chops off her arm, and Eddie is killed when the timer expires. As he reviews the game's footage, Detective Lieutenant Mark Hoffman is called over by FBI Agent Dan Erickson, who found Peter Strahm's fingerprints at the scene. Also present is Lindsey Perez, whose survival was covered up by Erickson for her protection. They learn from Dr. Adam Heffner, the coroner who performed the autopsies for all of the Jigsaw victims thus far, that the knife used to cut the jigsaw piece from Eddie's flesh was only used once before, on Seth Baxter. The agents intend to find the Baxter audio tape to prove Strahm's involvement. While at the hospital to meet with Simone, Hoffman is met by reporter Pamela Jenkins, who claims to have found something at the meatpacking plant. He later meets with Jill Tuck at her clinic and tells her that he is taking control of the games. Jill gives him five envelopes from the box left to her in John Kramer's will, each containing photos of people to be tested. After he leaves, a flashback reveals that John brought Amanda Young to Jill, who had deemed her a lost cause, as proof that his methods work. A later flashback, as Jill delivers a package from the box to the hospital, shows that Jill met with John at the plant hours before his death, where he gave her the box's key and his promise that she would be protected when the games ended. William Easton, an insurance executive for Umbrella Health, meets with Debbie, the company's attorney, about Harold Abbott, who succumbed to heart disease after his coverage request was denied due to an application discrepancy. Hoffman abducts Easton from his office that night and brings him to an abandoned zoo, where he and his janitor, Hank, awaken in vises designed to tighten around their torsos each time they breathe into oxygen masks strapped to their faces. John himself appears in a videotape and informs William that he has one hour to complete four tests and remove the bombs strapped to his limbs, or he will lose his family. Hank, a heavy smoker, is unable to hold his breath and is killed by the vise. William's other tests force him to choose which of his workers to save from various traps, including a hanging room, a steam room, and carousel trap. Flashbacks show that John met William at the opening of Jill's clinic and took issue with his formula for only deeming policyholders worthy of coverage. After his cancer was diagnosed, John's coverage request for an experimental Norwegian treatment was rejected by William. The game is viewed by a woman named Tara and her son Brent from a cage below the observation room, which contains a tank of hydrofluoric acid and a switch marked ""Live"" and ""Die"". Pamela awakens in another cage on the other side of the room. During the game, Hoffman is called away by Erickson and Perez, who found the Baxter audio tape and are having it unscrambled by an offsite technician. They inform him that abnormalities were found in Strahm's fingerprints, and Erickson eventually reveals their knowledge of Strahm's death. The moment his voice is unscrambled, Hoffman kills everyone in the room, with Perez mockingly telling him that everyone already knows of his involvement before she dies. He then plants fingerprints using Strahm's severed hand, before dowsing fuel on the room and setting it on fire to destroy the evidence. He returns to the observation room and finds the letter he had written to Amanda, in which he had used his knowledge of her role in Jill's miscarriage to blackmail her into killing Lynn Denlon. The letter was found by Pamela and given to Jill, who uses it to ambush Hoffman as William reaches the end of his path with one second left, finding himself between the cages. It is revealed that Pamela is his sister, while Tara and Brent are Harold's family. Tara is informed by a videotape of Kramer that she can either kill William or free him using the switch; when she is unable to make a decision, Brent angrily shifts the switch to ""Die"" and a bed of needles swings down and injects William's body with the acid, killing him. Jill restrains Hoffman and locks a new reverse bear trap to his head. She shows him the sixth envelope from John's will, which contains his photo, and leaves him with 45 seconds but no key. Hoffman escapes by breaking his hand to free his wrist restraints and jams the trap in window bars as it activates. He then pulls his head free, ripping open his cheek in the process and screams in agony.",828
Spanish Masala,"The story set in Spain, and revolves around Charlie (Dileep), an illegal immigrant stranded in Madrid. To make things worse, he is conversant only in Malayalam. He gets a job as a cook in an Indian restaurant, as he has some experience in running a roadside eatery in his homeland, run by an expatriate, Majid. In the restaurant he is assigned with the task of serving up various types of dosa and, he comes up with a local variant named Spanish Masala. This turns out to be his passport to employment in the home of an ex-diplomat, who had earlier served in India. There he meets the diplomat's daughter Camilla (Daniela Zacherl), who is visually impaired. She becomes a big time fan of Charlie's Spanish Masala. She is not on talking terms with her father, who is believed to have killed her Indian lover, Rahul (Kunchacko Boban), the son of her Malayali nanny, from whom she has learnt to speak Malayalam. Later Camilla starts to get closer to Charlie. Since he can imitate impersonate voices, one servant Pappan (Nelson) leads him to imitate Rahul's voice and keep Rahul's memory alive. After some days, she recovers and get gets her eye sight back, but now her dad is no more. A strange incident occurs when Rahul arrives for his funeral. One day, as per Menon's (Biju Menon) instruction, Charlie cleans Señor's (Camilla's dad) room. He finds a CD which Señor had seen before he died, and from that he finds out that Rahul was sent to Portugal to avoid the relationship between Camilla and Rahul, by paying him money by Señor. Again Rahul is spared by Charlie. As it goes, one day Menon enters a bar where he sees Rahul and another girl dancing together. He went to interrogate about it by following him, when he saw Rahul sitting with some goons and the girl. Later he researched on it, when he came to know that it wasn't a good life for Rahul in Portugal. He sold the factory which Señor offered him and he had taken loan from some goons for gambling and could not repay them. Camilla heard about it and she felt sorrow that she was keeping a crooked lover in her mind. Later Camilla and Menon go back to Kerala, India to fix marriage between Charlie and Camilla.",391
Vel,"A couple (Saranya Ponvannan and Charan Raj) travel in a train to Chennai along with their twin babies. During the journey, a robber in the train kidnaps one of the babies and gets down from the train. He steals the jewels and leaves the baby in a garden and runs away. Saranya and Charan Raj lodge a complaint with the police. The kidnapped baby is found by Nassar and Ambika and they adopt and raise the baby as theirs. 27 years pass by, Vasudevan aka Vasu (Suriya) works for a private detective agency in Chennai and lives with his parents Saranya and Charan Raj, while the kidnapped baby is grown into Vetrivel aka Vel (also Suriya) in a village named Chokkampatti near Dindigul. Vel’s family is widely respected in their village for their good deeds and is also responsible for protecting the villagers from the local politician and goon Sakkarapandi (Kalabhavan Mani). Sakkarapandi killed Vel’s parents years ago and wants to revenge by killing other members in the family also. But Vel takes the responsibility of protecting his family members. Meanwhile, Saranya and Charan Raj keep worrying for years about the fate of the lost child. Vasu falls in love with Swathi (Asin), a TV anchor. They both decide to get married. Swathi, during a visit to Dindigul for a TV show, sees Vel involving in a local clash and informs Vasu. Now Vasu suspects that it might be his twin brother and decides to leave to the village to get more information. Appatha (Lakshmi) is the grandmother of Vel and she always fears that someday Vel’s biological parents will find him and take him away from them. To her shock, Vasu goes to Vel’s home and meets him. He informs about all the incidents and wants him to come back with him to Chennai and meet his parents. Vel gets shocked knowing about his past, but neglects saying that he cannot leave his adopted family and he prefers to stay with them in Dindigul. Vasu requests Vel to permit him stay with for a week in Dindigul along with Vel’s family. Vel agrees and Vasu becomes close with the family members. Also Vasu gets to know about Sakkarapandi and his thirst for revenge on Vel’s family. A flashback is told by Kuzhandaivelu (Vadivelu) where Nassar finds about Sakkarapandi’s illegal businesses which made him lose his MP post and he also gets jailed. Sakkarapandi, after getting released from jail, poisons Nassar and Ambika. He also wants Vel’s entire family to be dead. Now Vasu plans to send his brother Vel to Chennai. He requests Vel to visit his biological parents disguised as Vasu and stay there for a few days, so that he will get to know his mother’s love towards him. Vel agrees hesitatingly. Vasu wants his brother to lead a peaceful life free from sickles and fights. So he plans to trap Sakkarapandi strategically rather than physical attack. Vasu brings a team of investigative officers from his detective agency and asks them to closely monitor Sankarapandi’s moves and also to gather his family details. Meanwhile Vel meets his parents Saranya and Charan Raj in Chennai and stays with them without revealing his true identity. But Swathi’s relatives plan for a ring exchange ceremony between Vel and Swathi mistaking him as Vasu. Vel discloses to his parents that he is the elder son lost years back which surprises his parents. Vasu calls Swathi to assist him whereby Swathi is sent to Sakkarapandi’s house to interview his wife (Aishwarya) thereby searching for some evidence against Sakkarapandi. Sakkarapandi’s college is sealed for selling drugs to students, and Vasu also gets evidence of Sakkarapandi frequently visiting the nearby forest for hunting wild animals. Sakkapandi gets arrested by police. To revenge, Sakkarapandi poisons the food provided for Appatha. However, she is saved by Vasu. Knowing this, Vel rushes from Chennai to Dindigul to meet Appatha. Now Vel’s family comes to know that it was Vasu in disguise of Vel which angers them. They scold Vasu and ask him to leave the place immediately. Vasu leaves along with Swathi. Sakkarapandi plants a bomb in his sugar factory and plans to kill all the villagers who are working in his factory, thereby planning to create a chaos in the town. But Vasu and Vel get to know about his plans and they fight together against Sakkarapandi following which Sakkarapandi's leg accidentally gets stuck between railway tracks. Vel amputates his leg to save the train, however Sakkarapandi dies due to the explosion of the bomb carried by him. Vasu informs to his mother that let her allow Vel to stay in Dindigul itself as the entire family will feel the pain of losing a son who was raised for 27 years by them. Saranya understands and says that she is happy that her both the sons are leading a very good life and also she does not want to hurt the entire family by taking away Vel with them. Finally Vel stays with his adopted family in Dindigul while Vasu and Swathi get united.",848
Summertime,"The story focuses on Jane Hudson (Katharine Hepburn), a single, middle-aged elementary school secretary (she refers to her position as ""a fancy secretary"") from Akron, Ohio. She is on her summer vacation and is now enjoying her lifelong dream of a vacation in Venice after saving up money for the past few years for the big trip. During the ride on a vaporetto to the Pensione Fiorini, she meets two fellow Americans, Lloyd (MacDonald Parke) and Edith (Jane Rose) McIlhenny. At the hotel, they are greeted by Signora Fiorini (Isa Miranda), a widow who transformed her home into a pensione after World War II. Also staying at the property are Eddie Yaeger (Darren McGavin), a young American painter studying art, and his wife Phyl (Mari Aldon). Jane is also pestered off and on during her stay by a friendly young Italian street urchin, Mauro. That evening, Jane walks to the Piazza San Marco, where the sight of so many couples leaves her slightly depressed. While seated in a café, she becomes aware of a solitary Italian man watching her and quickly leaves. The following day, Jane goes shopping and sees a red glass goblet in the window of an antiques store. Upon entering she discovers that the owner, Renato de Rossi (Rossano Brazzi), is the very man from whom she fled the night before. He assures her that the goblet is an authentic 18th-century artifact, and she purchases it after he teaches her the art of bargaining. Hoping to see her again, Renato offers to search for a matching goblet. The next morning, Jane returns to the shop with Mauro and is disappointed to discover that Renato is not there. Jane then accidentally steps backward into a canal while filming de Rossi's shop. That evening, he comes to her pensione and confesses his attraction for her. When Jane resists his advances, he warns her not to waste an opportunity for happiness, and she is about to agree to have dinner with him when the McIlhennys return from a shopping expedition on the island of Murano, during which they purchased a set of new red goblets similar to the one Jane bought. Renato realises that she thinks he has swindled her, but he assures her that some designs have been used for centuries on Murano and he insists that her goblet is an antique. The two attend a concert at the piazza, where an orchestra plays the overture to La gazza ladra. When a flower seller approaches them, Renato is surprised when Jane chooses a simple gardenia instead of an orchid. Later, as the couple are wandering through the city, Jane accidentally drops her gardenia into a canal; despite much effort, Renato is unable to retrieve it for her. They return to the pensione, where he kisses her, and she responds passionately and murmurs, ""I love you,"" before rushing off to her room. The next day, she treats herself to salon treatments and new clothes in anticipation of their date that evening. While she waits for him at the piazza, Renato's assistant Vito (Jeremy Spenser) arrives and inadvertently reveals that he is Renato's son. Stunned to discover Renato is married and has several children, Jane takes refuge in a bar where she encounters Phyl, who confides that her marriage is in trouble. Upon returning to the pensione, Jane discovers Eddie is having an affair with Signora Fiorini. Renato arrives and tells her their relationship is none of her business. He admits he is married, but claims he and his wife are separated, a fact he concealed because he did not want to scare her away. He accuses her of being immature and unwilling to accept what she can have in reality instead of just longing for more. After dinner, Jane and Renato venture to Renato's apartment and their affair is consummated. After spending time with Renato on the island of Burano, Jane, unwilling to remain in a relationship she knows is destined to end unhappily, decides to return home. Renato begs her to stay, but Jane insists it is better to leave the party before it ends. Although she asks him not to come to the train station, she hopes he will ignore her request. As the train begins to leave the station, Jane is thrilled to see Renato running toward it. He tries to hand her a package but the train is moving too quickly, so he opens it to reveal he had bought her another gardenia.",747
Are You Listening!,"Rakhi (27) lives with her man Soumen (32) and son Rahul (6) in a small village named Sutarkhali next to the mangrove forests of Sundarbans in the coastal belt of Bangladesh. Along with around hundred other families, they live on the land for generations. On 25 May 2009, when Rahul is only four years old, a tidal surge sweeps over the coasts of Bangladesh, flooding the entire village and the lands they cultivate. Life changes for Rakhi, Soumen and Rahul as the entire village takes refuge on an age-old dyke, surviving on relief from outside. Are You Listening! is about a mother’s hope to ensure a dignified future for her son. It's about a jobless husband’s frustration for failing to provide for his family, and a community’s struggle to get back the land they have lost.",136
One More Train to Rob,"Set in the Old West, the story is about train-robber Harker Fleet (Peppard), who is sent to prison for assaulting a sheriff and his deputy while trying to escape a forced marriage, set up by his former partner, Timothy Xavier Nolan (John Vernon). Fleet serves his time, but gets out of prison early, for good behavior. Once he is released from prison, he travels to the town of Calador, intending to settle the score with Nolan for railroading him and stealing his woman, Katy (Diana Muldaur) .",87
The Boys Next Door,"Four intellectually disabled men share a house and are looked after by Jack (Tony Goldwyn), their social worker. The four men try to make sense of a mixed-up world, dealing with everything from runaway rodents to helping Norman (Nathan Lane), who has a new girlfriend (Mare Winningham). Jack's life with his wife is put on hold, and he feels it's time to let them go.",65
Fracture,"Theodore ""Ted"" Crawford (Anthony Hopkins), a wealthy and resourceful Irish aeronautical engineer in Los Angeles, confirms that his wife, Jennifer (Embeth Davidtz), is having an affair with police detective Robert Nunally (Billy Burke). Confronting his wife, Crawford shoots her. Police are called, including Nunally, who enters the house cautiously, negotiating with Crawford for both to put down their guns. Crawford confesses he shot his wife. Recognizing the victim, and being subtly goaded by Crawford, Nunally becomes enraged and assaults him. Now in jail awaiting trial, Crawford engages in a battle of wits with rising star deputy district attorney William ""Willy"" Beachum (Ryan Gosling), who considers the case an open-and-shut matter and agrees to go to trial immediately. Beachum is preparing to transition from criminal law to a corporate attorneyship at well-known law firm Wooton & Simms, and flirts with his future boss, Nikki Gardner (Rosamund Pike). At the trial, Crawford acts as his own attorney, thereby matching himself, an untrained litigant, against a star prosecutor. Crawford informs the court that the arresting officer (Nunally) was having an affair with his wife, assaulted him during his arrest, and was present during his interrogation. Crawford's confession is therefore ruled inadmissible as evidence, being fruit of the poisonous tree. Beachum discovers that Crawford's handgun could not have been used in the shooting because it does not match shell casings at the crime scene and in fact has never been fired. This baffles police, since CCTV surveillance was in effect during the shooting and until Crawford's arrest. Nunally comes up with a scheme to plant false evidence to implicate Crawford, which Beachum rejects. With no new evidence to present, Beachum has to concede the trial, and Crawford is acquitted. Disgraced, Nunally commits suicide outside the court. Beachum's future with the prestigious firm is now in tatters. However, he begins to see his D.A. job as a means to fight for justice for those such as Crawford's wife. Crawford himself observes the change, commenting sarcastically that Beachum has ""found God"". This motivates Beachum to continue searching for evidence, almost obsessively. Realizing that Crawford's plan is to dispose of the only eyewitness to the crime, Beachum obtains a court order to keep Jennifer on life support. He arrives at the hospital, but is unable to prevent staff turning off her life support. A mix-up of cell phones causes Beachum to realize that Nunally and Crawford both used the same type of gun, a .45 caliber Glock 21. He figures out that before the crime Crawford must have switched his and Nunally's guns in the hotel room where Jennifer and Nunally secretly met. Crawford had shot his wife with Nunally's gun, then reloaded it. The detective had arrived on the scene carrying Crawford's gun, and both had put down their weapons as a preliminary move in negotiations. When Nunally had recognized the victim, rushing over to Jennifer, Crawford had switched the guns again, retrieving his own, unused, weapon. When Crawford had reappeared brandishing his gun, Nunally had tackled and assaulted him, before Crawford's arrest. Nunally had then unwittingly holstered the murder weapon, allowing the unused gun be taken as evidence. Beachum confronts Crawford with his deductions. With Jennifer now dead, the bullet lodged in her head can now be retrieved and matched with Nunally's gun. Crawford confesses, confident he is protected by the principle of Double Jeopardy. However, Beachum drily informs him that by allowing his wife to die, Crawford can now be prosecuted for murder, having previously been tried merely for attempted murder. Since he had taken Jennifer off life support, new charges can be filed against Crawford and a new trial can be set. Crawford is arrested by waiting police. The film ends with a new trial about to begin, with Beachum prosecuting and Crawford surrounded by a team of highly paid defense attorneys from Wooton & Simms.",643
Erin Brockovich,"In 1993, Erin Brockovich is an unemployed single mother of three children who has recently been injured in a traffic accident with a doctor and is suing him. Her lawyer, Ed Masry, expects to win, but Erin's explosive courtroom behavior under cross-examination loses her the case, and Ed will not return her phone calls afterwards. One day, he arrives at work to find her in the office, apparently working. She says that he told her things would work out and they did not, and that she needed a job. Ed takes pity on Erin, and she gets a paid job at the office. Erin is given files for a real estate case where the Pacific Gas and Electric Company (PG&E) is offering to purchase the home of Donna Jensen, a resident of Hinkley, California. Erin is surprised to see medical records in the file and visits Donna, who explains that she had simply kept all her PG&E correspondence together. Donna appreciates PG&E's help: she has had several tumors and her husband has Hodgkin's lymphoma, but PG&E has always supplied a doctor at their own expense. Erin asks why they would do that, and Donna replies, ""because of the chromium"". Erin begins digging into the case and finds evidence that the groundwater in Hinkley is seriously contaminated with carcinogenic hexavalent chromium, but PG&E has been telling Hinkley residents that they use a safer form of chromium. After several days away from the office doing this research, she is fired by Ed until he realizes that she was working all the time, and sees what she has found out. Rehired, she continues her research, and over time, visits many Hinkley residents and wins their trust. She finds many cases of tumors and other medical problems in Hinkley. Everyone has been treated by PG&E's doctors and thinks the cluster of cases is just a coincidence, unrelated to the ""safe"" chromium. The Jensens' claim for compensation grows into a major class action lawsuit, but the direct evidence only relates to PG&E's Hinkley plant, not to the senior management. Knowing that PG&E could slow any settlement for years through delays and appeals, Ed takes the opportunity to arrange for disposition by binding arbitration, but a large majority of the plaintiffs must agree to this. Erin returns to Hinkley and persuades all 634 plaintiffs to go along. While she is there, a man named Charles Embry approaches her to say that he and his cousin were PG&E employees, but his cousin recently died from the poison. The man says he was tasked with destroying documents at PG&E, but, ""as it turns out,"" he ""wasn't a very good employee"". Embry gives Erin the documents, which include a 1966 memo proving corporate headquarters knew the water was contaminated with hexavalent chromium, did nothing about it, and advised the Hinkley operation to keep this secret. The judge orders PG&E to pay a settlement amount of $333 million to be distributed among the plaintiffs. In the aftermath, Ed hands Erin her bonus payment for the case but warns her he has changed the amount. She explodes into a complaint that she deserves more respect, but is astonished to find that he has increased it—to $2 million.",536
Adhurs,The story is about two twin brothers who get separated at birth. They were separated by an old woman whose daughter-in-law gave birth to a dead child for the third time. Narasimha (NTR Jr.) gets raised by a single mother (Vinaya Prasad) and he becomes an undercover agent to a top cop(Sayaji Shinde) in order to be a cop himself. Chari (also NTR Jr.) is brought up by a family of traditional Brahmin priests. A gang of baddies (Dhanraj (Ashish Vidyarthi) and Don Baba (Mahesh Manjrekar)) are in search of the family of a top scientist. The rest of the story is about the relationship between the scientist and the twins and the comedy generated by switching between the characters.,120
Guri,"Customs Officer Kaliprasad is deputed anew and nabs a notorious gang of smugglers. While handing over them to police, he befriends the local police inspector. Living with his retired School Teacher father & young sister, he leads a contented life. His happiness doubles when police inspector is engaged to his sister. However, Rudrayya, the corrupt mafia leader is irritated by Kaliprasad's efficiency. Kaliprasad's work is threatening his illegal business and he wants to set-right Kaliprasad. Kaliprasad snubs Rudrayya and kicks him out of his house, when he invites to Kaliprasad, to wrong side of the law. Enraged, Rudrayya gets Kaliprasad framed on rape charges, leading to his sister's engagement getting broken. Kali's sister kills herself. Kali's father loses mental balance. Dejected to where his ideals led him and his family, Kali escapes from Police imprisonment and plots his revenge against Rudrayya taking law in his own hands. Disguising himself as Muslim Cleric, Military Officer and others, he breaks Rudrayya's illegal empire. He also rescues a village belle and loves her. However, nothing can deter him from his aim, Seeing Rudrayya's end. He kills Rudrayya, while he is watching John Wayne's movie and himself succumbs to police fire.",197
Jealousy,A successful alcoholic writer is murdered and his wife is accused.,11
The True Story of Eskimo Nell,"The film's unlikely protagonist is a mild-mannered window peeper named Dead-Eye Dick (Max Gillies). Dick spies on a Mexican couple. The husband is very jealous and is about to discover that his wife has a lover when Dick rescues the lover, whose moniker is Mexico Pete (Serge Lazareff). The worldly Pete counsels the shy Dick on his problems approaching women. Dick claims that he is waiting for an Alaskan Eskimo named Nell. Pete and Dick decide to travel to Alaska to find this fantasy woman, and they have several wacky misadventures along the way.",94
Big Momma's House 2,"Malcolm Turner (Martin Lawrence) has been assigned a desk job in public relations as an FBI agent, since he wants to live with his new wife, Sherry Pierce (Nia Long), during her delivery for the couple's new baby boy. Meanwhile, an incident occurs in Orange County, California, where Malcolm's old friend, Doug Hudson (Kirk B.R. Woller), has been killed while he was going undercover. FBI agent Kevin Keneally (Zachary Levi) is doing surveillance on a former U.S. Army military intelligence specialist named Tom Fuller (Mark Moses), who has since retired and is working for a private corporation called National Agenda Software. The FBI has soon discovered that Tom is developing a computer worm which will create backdoors into the databases of all the branches of the U.S. government. Affected by his friend's death, Malcolm asks FBI chief, Crawford (Dan Lauria), to put him on the case, but Crawford refuses and tells him to stay away for safety analysis. By eavesdropping via the webcam, Malcolm finds out that the FBI is sending one of the agents to infiltrate Fuller's house as a nanny. Giving Sherry the pretext of attending a safety conference in Phoenix, Arizona, Malcolm leaves for Orange County and takes the ""Big Momma"" costume with him. Malcolm reprises his disguise as Big Momma from the original film and showing up at Fuller's house as Mrs. Fuller (Emily Procter) is interviewing several other candidates. Big Momma eliminates the three other applicants for the nanny position by pointing out the sexually attractive qualities of the first, the drug use of the second, and the FBI Agent's concealed firearm of the third. Big Momma meets the three Fuller children: Molly (Kat Dennings), Carrie (Chloë Grace Moretz), and Andrew. After failing to perform the housekeeping tasks assigned to her, Big Momma is fired, and works all night cleaning up and makes a large breakfast. Upon seeing it the next day, Mrs. Fuller changes her mind when the family awakes to find this. Big Momma is soon accepted within the household and becomes a daily part of their lives. His tasks include accompanying Mrs. Fuller to the spa, taking the family to the beach, watching out for trouble, and simply playing a game of bingo as part of her routine. After Big Momma finds out the password from Tom, Molly calls him who tells her that she needs her at a nightclub. Big Momma goes at once, only to find that Molly was lured by Fuller's bosses, who kidnaps her and Big Momma. Big Momma and Molly are tied up and placed in the back of the van. Big Momma has a switchblade, which Molly reaches for and uses to free them. He sees that they are at the waterfront and witnesses Tom giving a disc to a man who puts it in his laptop and is granted full access to FBI data. Big Momma gets on a jet ski and jumps it onto the dock, sending it into two men, and landing on one himself. Big Momma helps Tom and they attempt to escape, but one of the men shot him. The FBI shows up, and Keneally gave Malcolm the handcuffs to put on Tom, but Malcolm tells the agent in charge that Tom's family was threatened, and that no charges should be filed. Malcolm and Keneally agree, and the case is closed. Sometime later, Big Momma goes to the girls' state cheerleading championships. Their stuntwoman broke her leg, and Big Momma helps them out by doing the routine and winning the competition. He later leaves and gives the family a farewell letter saying he must go on, but to look out, because one day he might be back.",616
The Crop,"The Crop, is set in the early 1980s in Australia, and is about larrikin nightclub owner, Ronnie 'Blade' Gillette (George Elliot), and his barmaid girlfriend Geraldine (Holly Brisley). Two months after random breath testing has been introduced, Blade realises he's going broke. Afraid of driving under the influence, his customers are not buying his grog, they're going out to the carpark to smoke dope. Like any good businessman, Blade decides he needs a strategy. He decides to grow some dope as a way out of his financial hole. Blade and his best mate, Wack (Rhys Muldoon), set about growing their crop of weed on a property owned by the father of his girlfriend but they soon get caught in a bind between crooked cops and a ruthless moneylender. Despite starring heartthrob Craig Owen (also of 1990's football fame), the film was a disastrous flop.",144
Catherine the Great,A young German Princess (Catherine Zeta-Jones) gets married to the immature future Czar Peter III (Hannes Jaenicke). She gradually becomes a skillful politician and rises to become Catherine the Great.,30
Juno and the Paycock,"Barry Fitzgerald, who played Captain Jack Boyle in the original stage production, appears as an orator in the first scene, but has no other role. In the slums of Dublin during the Irish Civil War, Captain Boyle (Edward Chapman) lives in a two-room tenement flat with his wife Juno (Sara Allgood) and their two young children Mary (Kathleen O'Regan) and Johnny (John Laurie). Juno has dubbed her husband ""the Paycock"" because she thinks him as useful and vain as a peacock. Juno works while the Captain loafs around the flat when not drinking up the family's meager finances at the neighbourhood pub. Daughter Mary has a job but is on strike against the victimisation of a co-worker. Son Johnny has become a semi-invalid after losing an arm and severely injuring his hip in a fight with the Black and Tans during the Irish War of Independence. Although Johnny has taken the Anti-Treaty side during the continuing Irish Civil War, he has recently turned in a fellow Irish Republican Army (IRA) member to the Irish Free State police who subsequently kill him. The Paycock tells his friend Joxer (Sidney Morgan) of his disgust at the informer, unaware that his son was responsible. The IRA suspect Johnny and order him to report to them for questioning; he refuses, protesting that his wounds show he has done his bit for Ireland. Mary is courted by Jerry Devine (Dave Morris), whom she leaves for Charlie Bentham (John Longden) who whisks her away after telling Mary's family the Captain is to receive an inheritance. The elated Captain borrows money against the (as yet un-received) inheritance and spends it freely on new furniture and a Victrola. Family friends are invited to an impromptu party at the once shabby tenement. The Captain soon learns the inheritance has been lost because Bentham made an error in drafting the will. The Captain keeps the bad news a secret until creditors show up. Even Joxer turns on the Captain and gleefully spreads the news of the nonexistent inheritance to creditors. The furniture store repossesses the furniture. The tailor demands money for new clothes. Pub owner Mrs. Madigan (Maire O'Neill) takes the Victrola to cover the Captain's bar tab. The worst is yet to come, however. Mary reveals that she has shamed the family by becoming pregnant by Charles, who has disappeared after his blunder was discovered. Her former fiancé Jerry proclaims his love for Mary and offers to marry her until he learns of her pregnancy. While his parents are absent dealing with the situation, Johnny is arrested by the IRA and his body is later found riddled with bullets. Realising that their family has been destroyed, Mary declares, ""It's true. There is no God."" Although completely shattered, Juno shushes her daughter, saying that they will need both Christ and the Blessed Virgin to deal with their grief. Alone, however, she laments her son's fate before the religious statues in the family's empty tenement, deciding that Boyle will remain useless, and leaves with Mary.",504
The Kentucky Fried Movie,"The Kentucky Fried Movie contains largely unconnected sketches that parody various film genres, including exploitation films. The film's longest segment spoofs early kung-fu films, specifically Enter the Dragon; its title, A Fistful of Yen, refers to A Fistful of Dollars. Parodies of disaster films (That's Armageddon), blaxploitation films (Cleopatra Schwartz) and softcore porn/women-in-prison films (Catholic High School Girls in Trouble) are presented as ""Coming Attraction"" trailers. The fictional films are said to have been produced by ""Samuel L. Bronkowitz"" (a conflation of Samuel Bronston and Joseph L. Mankiewicz, but also a spoof of B-movie producer and American International Pictures co-founder Samuel Z. Arkoff). The sketch See You Next Wednesday mocks theater-based gimmicks like Sensurround by depicting a dramatic film presented in ""Feel-a-Round"", which involves an usher physically accosting a theater patron. Other sketches spoof TV commercials and programs, news broadcasts, and classroom educational films. The city of Detroit and its high crime rate are a running gag portraying the city as Hell on Earth; in ""A Fistful of Yen"", the evil drug lord orders a captured CIA agent to be sent to Detroit, and the agent screams and begs to be killed instead. The film is number 87 on Bravo's ""100 Funniest Movies,""[4] and is considered, along with The Groove Tube,[citation needed] to be one of the groundbreaking films of the entire spoof and mockumentary genres of film making. The film's credits listed the sketches incorrectly, as the writers changed the show order after the credits had been written. On second cut, they corrected this error. The following list is in the running order used in the film:",268
